-1.0, -82.66, -0.0
-0.9995, -82.65999978693864, -7.609334275763436e-9
-0.999, -82.65999829678749, -6.082901820236511e-8
-0.9985, -82.6599942559701, -2.051439244840668e-7
-0.9980000000000001, -82.65998639473847, -4.859021975221907e-7
-0.9975, -82.65997344716811, -9.483154245393317e-7
-0.9970000000000001, -82.65995415115341, -1.6374588066181766e-6
-0.9965000000000002, -82.65992724840277, -2.5982713296542214e-6
-0.9960000000000002, -82.65989148443381, -3.875555935223076e-6
-0.9955000000000002, -82.65984560856865, -5.513979691363047e-6
-0.9950000000000002, -82.65978837392902, -7.558073963269132e-6
-0.9945000000000003, -82.65971853743164, -1.005223458390568e-5
-0.9940000000000002, -82.65963485978331, -1.3040722024529055e-5
-0.9935000000000003, -82.65953610547618, -1.6567661565127647e-5
-0.9930000000000003, -82.65942104278298, -2.0677043464775543e-5
-0.9925000000000003, -82.6592884437523, -2.5412723131897827e-5
-0.9920000000000003, -82.65913708420375, -3.0818421294456625e-5
-0.9915000000000004, -82.65896574372323, -3.693772417004408e-5
-0.9910000000000003, -82.65877320565819, -4.381408363589192e-5
-0.9905000000000004, -82.65855825711283, -5.1490817398801955e-5
-0.9900000000000004, -82.65831968894338, -6.001110916497906e-5
-0.9895000000000004, -82.65805629575333, -6.941800880978842e-5
-0.9890000000000004, -82.65776687588867, -7.975443254742402e-5
-0.9885000000000005, -82.65745023143319, -9.106316310048684e-5
-0.9880000000000005, -82.65710516820366, -1.0338684986948528e-4
-0.9875000000000005, -82.65673049574514, -1.1676800910224502e-4
-0.9870000000000005, -82.65632502732623, -1.3124902406323603e-4
-0.9865000000000006, -82.65588757993432, -1.4687214520280674e-4
-0.9860000000000005, -82.65541697427086, -1.6367949032634318e-4
-0.9855000000000006, -82.65491203474663, -1.8171304476333566e-4
-0.9850000000000007, -82.65437158947698, -2.0101466153636395e-4
-0.9845000000000006, -82.65379447027716, -2.2162606152998653e-4
-0.9840000000000007, -82.65317951265753, -2.4358883365955915e-4
-0.9835000000000007, -82.65252555581888, -2.669444350399583e-4
-0.9830000000000007, -82.65183144264768, -2.917341911542241e-4
-0.9825000000000007, -82.65109601971137, -3.1799929602210544e-4
-0.9820000000000008, -82.65031813725368, -3.457808123685367e-4
-0.9815000000000007, -82.64949664918981, -3.7511967179202347e-4
-0.9810000000000008, -82.64863041310187, -4.06056674932922e-4
-0.9805000000000008, -82.64771829023402, -4.3863249164168016e-4
-0.9800000000000009, -82.64675914548788, -4.728876611469393e-4
-0.9795000000000008, -82.64575184741774, -5.088625922235712e-4
-0.9790000000000009, -82.6446952682259, -5.465975633606633e-4
-0.9785000000000009, -82.64358828375798, -5.861327229293521e-4
-0.9780000000000009, -82.64242977349818, -6.275080893506273e-4
-0.9775000000000009, -82.64121862056463, -6.707635512630301e-4
-0.977000000000001, -82.63995371170466, -7.159388676902401e-4
-0.9765000000000009, -82.63863393729015, -7.63073668208646e-4
-0.976000000000001, -82.63725819131278, -8.122074531147478e-4
-0.975500000000001, -82.63582537137941, -8.633795935925096e-4
-0.975000000000001, -82.63433437870734, -9.166293318806729e-4
-0.974500000000001, -82.63278411811967, -9.719957814398883e-4
-0.9740000000000011, -82.63117349804064, -1.029517927119843e-3
-0.973500000000001, -82.62950143049086, -1.0892346253262744e-3
-0.9730000000000011, -82.62776683108274, -1.1511846041878727e-3
-0.9725000000000011, -82.62596861901575, -1.2154064637231433e-3
-0.9720000000000012, -82.6241057170718, -1.2819386760071568e-3
-0.9715000000000011, -82.62217705161052, -1.3508195853382272e-3
-0.9710000000000012, -82.62018155256467, -1.4220874084044672e-3
-0.9705000000000013, -82.61811815343539, -1.4957802344503141e-3
-0.9700000000000012, -82.6159857912876, -1.5719360254429341e-3
-0.9695000000000012, -82.61378340674531, -1.6505926162385593e-3
-0.9690000000000013, -82.61150994398703, -1.7317877147486958e-3
-0.9685000000000012, -82.60916435074103, -1.8155589021063136e-3
-0.9680000000000013, -82.60674557828071, -1.9019436328319148e-3
-0.9675000000000014, -82.60425258142001, -1.990979234999471e-3
-0.9670000000000013, -82.60168431850873, -2.08270291040241e-3
-0.9665000000000014, -82.59903975142785, -2.177151734719335e-3
-0.9660000000000014, -82.59631784558496, -2.274362657679823e-3
-0.9655000000000014, -82.59351756990955, -2.3743725032300093e-3
-0.9650000000000014, -82.59063789684845, -2.4772179696981827e-3
-0.9645000000000015, -82.58767780236111, -2.5829356299602447e-3
-0.9640000000000015, -82.58463626591505, -2.6915619316050915e-3
-0.9635000000000015, -82.5815122704812, -2.8031331970999342e-3
-0.9630000000000015, -82.57830480252925, -2.9176856239554543e-3
-0.9625000000000016, -82.57501285202305, -3.035255284890991e-3
-0.9620000000000015, -82.57163541241601, -3.1558781279995745e-3
-0.9615000000000016, -82.56817148064644, -3.279589976912836e-3
-0.9610000000000016, -82.56462005713296, -3.4064265309659255e-3
-0.9605000000000016, -82.56098014576985, -3.5364233653622837e-3
-0.9600000000000016, -82.55725075392252, -3.6696159313383573e-3
-0.9595000000000017, -82.55343089242281, -3.806039556328139e-3
-0.9590000000000016, -82.54951957556442, -3.945729444127825e-3
-0.9585000000000017, -82.5455158210983, -4.088720675060149e-3
-0.9580000000000017, -82.54141865022811, -4.235048206138724e-3
-0.9575000000000017, -82.53722708760549, -4.384746871232452e-3
-0.9570000000000017, -82.53294016132557, -4.53785138122955e-3
-0.9565000000000018, -82.52855690292235, -4.6943963242017635e-3
-0.9560000000000018, -82.52407634736409, -4.8544161655682695e-3
-0.9555000000000018, -82.51949753304872, -5.0179452482597585e-3
-0.9550000000000018, -82.5148195017993, -5.185017792882119e-3
-0.9545000000000019, -82.51004129885935, -5.355667897880312e-3
-0.9540000000000018, -82.50516197288835, -5.529929539701921e-3
-0.9535000000000019, -82.50018057595709, -5.707836572960909e-3
-0.953000000000002, -82.49509616354317, -5.889422730600971e-3
-0.9525000000000019, -82.48990779452635, -6.074721624058939e-3
-0.952000000000002, -82.48461453118401, -6.26376674342828e-3
-0.951500000000002, -82.47921543918658, -6.456591457622145e-3
-0.951000000000002, -82.47370958759296, -6.653229014536627e-3
-0.950500000000002, -82.46809604884601, -6.853712541213826e-3
-0.9500000000000021, -82.46237389876786, -7.058075044004841e-3
-0.949500000000002, -82.45654221655549, -7.2663494087325965e-3
-0.9490000000000021, -82.45060008477607, -7.478568400854742e-3
-0.9485000000000021, -82.44454658936246, -7.694764665626379e-3
-0.9480000000000022, -82.43838081960864, -7.914970728262612e-3
-0.9475000000000021, -82.43210186816516, -8.139218994101204e-3
-0.9470000000000022, -82.42570883103457, -8.367541748765011e-3
-0.9465000000000022, -82.41920080756691, -8.599971158324369e-3
-0.9460000000000022, -82.41257690045514, -8.836539269459431e-3
-0.9455000000000022, -82.40583621573057, -9.077278009622282e-3
-0.9450000000000023, -82.39897786275841, -9.322219187199195e-3
-0.9445000000000022, -82.39200095423317, -9.57139449167251e-3
-0.9440000000000023, -82.38490460617408, -9.82483549378284e-3
-0.9435000000000023, -82.37768793792065, -1.0082573645690679e-2
-0.9430000000000023, -82.37035007212812, -1.0344640281138351e-2
-0.9425000000000023, -82.36289013476286, -1.0611066615611701e-2
-0.9420000000000024, -82.35530725509796, -1.0881883746501595e-2
-0.9415000000000023, -82.34760056570856, -1.1157122653265574e-2
-0.9410000000000024, -82.3397692024675, -1.143681419758925e-2
