-1.0, -0.0
-0.9995, -1.712100212046773e-10
-0.999, -1.368652909553215e-9
-0.9985, -4.615738300891503e-9
-0.9980000000000001, -1.0932799444249292e-8
-0.9975, -2.1337097052134963e-8
-0.9970000000000001, -3.684282314890897e-8
-0.9965000000000002, -5.846110491721998e-8
-0.9960000000000002, -8.72000085425192e-8
-0.9955000000000002, -1.2406454305566854e-7
-0.9950000000000002, -1.7005666417355549e-7
-0.9945000000000003, -2.2617527813787783e-7
-0.9940000000000002, -2.934162455519037e-7
-0.9935000000000003, -3.72772385215372e-7
-0.9930000000000003, -4.652334779574497e-7
-0.9925000000000003, -5.71786270467701e-7
-0.9920000000000003, -6.934144791252741e-7
-0.9915000000000004, -8.310987938259917e-7
-0.9910000000000003, -9.85816881807568e-7
-0.9905000000000004, -1.158543391473044e-6
-0.9900000000000004, -1.3502499562120288e-6
-0.9895000000000004, -1.5619051982202394e-6
-0.9890000000000004, -1.7944747323170406e-6
-0.9885000000000005, -2.048921169760954e-6
-0.9880000000000005, -2.3262041220634192e-6
-0.9875000000000005, -2.6272802048005126e-6
-0.9870000000000005, -2.9531030414228105e-6
-0.9865000000000006, -3.3046232670631513e-6
-0.9860000000000005, -3.682788532342721e-6
-0.9855000000000006, -4.088543507175052e-6
-0.9850000000000007, -4.522829884568189e-6
-0.9845000000000006, -4.986586384424697e-6
-0.9840000000000007, -5.480748757340081e-6
-0.9835000000000007, -6.006249788399061e-6
-0.9830000000000007, -6.564019300970043e-6
-0.9825000000000007, -7.154984160497372e-6
-0.9820000000000008, -7.780068278292076e-6
-0.9815000000000007, -8.440192615320528e-6
-0.9810000000000008, -9.136275185990745e-6
-0.9805000000000008, -9.869231061937804e-6
-0.9800000000000009, -1.0639972375806135e-5
-0.9795000000000008, -1.1449408325030351e-5
-0.9790000000000009, -1.2298445175614923e-5
-0.9785000000000009, -1.318798626591042e-5
-0.9780000000000009, -1.4118932010389114e-5
-0.9775000000000009, -1.5092179903418177e-5
-0.977000000000001, -1.6108624523030403e-5
-0.9765000000000009, -1.7169157534694536e-5
-0.976000000000001, -1.8274667695081826e-5
-0.975500000000001, -1.9426040855831464e-5
-0.975000000000001, -2.0624159967315142e-5
-0.974500000000001, -2.1869905082397484e-5
-0.9740000000000011, -2.3164153360196464e-5
-0.973500000000001, -2.4507779069841172e-5
-0.9730000000000011, -2.5901653594227132e-5
-0.9725000000000011, -2.7346645433770722e-5
-0.9720000000000012, -2.8843620210161028e-5
-0.9715000000000011, -3.039344067011011e-5
-0.9710000000000012, -3.199696668910051e-5
-0.9705000000000013, -3.365505527513207e-5
-0.9700000000000012, -3.536856057246602e-5
-0.9695000000000012, -3.713833386536758e-5
-0.9690000000000013, -3.8965223581845655e-5
-0.9685000000000012, -4.085007529739206e-5
-0.9680000000000013, -4.279373173871808e-5
-0.9675000000000014, -4.47970327874881e-5
-0.9670000000000013, -4.6860815484054215e-5
-0.9665000000000014, -4.8985914031185035e-5
-0.9660000000000014, -5.117315979779603e-5
-0.9655000000000014, -5.3423381322675204e-5
-0.9650000000000014, -5.5737404318209106e-5
-0.9645000000000015, -5.81160516741055e-5
-0.9640000000000015, -6.056014346111456e-5
